Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Target
Baby,ariel pink,2012,08,0.622,0.253,2,-14.36,1,0.0331,0.435,0.471,0.0941,0.336,92.584,207137,62,0
Trusty Chords,hot water music,2002,10,0.302,0.974,2,-4.948,1,0.0653,0.231,0.00478,0.312,0.615,197.14,84813,51,0
Selfish,stephanie quayle,2017,09,0.703,0.538,8,-5.355,1,0.032,0.0502,0.000303,0.114,0.22,88.009,3941,36,0
Love And Happiness,marc broussard,2007,01,0.884,0.469,1,-9.852,0,0.0372,0.0269,0.00111,0.073,0.897,94.345,70748,52,0
Something Wonderful,seaway,2017,09,0.602,0.907,0,-4.578,0,0.0495,0.00015,7.3e-06,0.0812,0.642,116.068,52444,51,0
In a River,rostam,2018,09,0.493,0.438,7,-9.488,1,0.0328,0.393,0.00187,0.225,0.432,78.331,45335,58,0
Me Rehúso,danny ocean,2017,06,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,1944260,77,0
Dreams Tonite,alvvays,2017,09,0.511,0.622,2,-5.727,1,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,249853,63,0
Empty Pockets,the empty pockets,2015,06,0.788,0.389,4,-8.334,1,0.0304,0.455,0,0.119,0.704,106.087,2316,13,0
Sorry,nothing but thieves,2017,09,0.666,0.776,8,-4.535,0,0.0281,0.0024,4.51e-05,0.134,0.518,128.009,492866,68,0
Freeze Me,death from above 1979,2017,09,0.512,0.724,0,-5.912,1,0.0313,0.000827,0.000144,0.237,0.531,130.037,173815,57,0
Kickback,stray from the path,2019,08,0.399,0.968,1,-2.719,1,0.102,3.48e-05,5.08e-05,0.325,0.149,93.144,63982,54,0
Skin,zola jesus,2011,10,0.351,0.128,8,-17.115,1,0.0392,0.978,0.0558,0.088,0.076,119.936,91736,47,0
Cry for the Moon (The Embrace That Smothers Part 4),epica,2013,03,0.446,0.902,2,-5.328,0,0.0474,0.00681,0.000317,0.0793,0.278,180.049,478437,61,0
Hallucinations,pvris,2019,08,0.635,0.711,11,-4.742,0,0.034,0.044,0.0134,0.105,0.562,107.997,424021,66,0
"Infinite Pattern (Persian Santoor, Swiss Hang Drum and Indian Tabla, World Fusion Improv)",art tawanghar,2019,09,0.683,0.705,2,-10.252,1,0.0588,0.108,0.793,0.112,0.675,160.028,14923,30,0
Youth,daughter,2013,01,0.4,0.525,0,-11.294,1,0.0435,0.887,0.00543,0.117,0.408,146.977,970541,68,0
Super Natural,turnover,2017,08,0.651,0.664,5,-7.929,1,0.0282,0.206,0.202,0.0977,0.559,121.025,160416,65,0
Crackin’ Cold Ones With The Boys,the cadillac three,2019,04,0.602,0.763,2,-5.331,1,0.0478,0.00438,0.00733,0.0875,0.505,131.025,94706,56,0
SUGAR,brockhampton,2019,08,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,1046512,81,0
Crazy AF,in real life,2019,08,0.69,0.837,7,-3.487,1,0.055,0.254,0,0.12,0.843,85.996,117382,50,0
Start Wearing Purple,gogol bordello,2005,08,0.622,0.77,9,-3.878,1,0.048,0.197,0,0.101,0.818,98.211,224075,51,0
What It Dew,grieves,2017,08,0.772,0.64,9,-7.403,1,0.0545,0.000524,3.92e-06,0.119,0.402,131.844,95996,53,0
Chucky Cheese,madeintyo,2018,10,0.89,0.542,10,-4.826,0,0.314,0.523,0,0.123,0.565,78.458,864371,78,0
Workin' On Me,lucas hoge,2019,10,0.711,0.552,9,-7.55,1,0.0269,0.0707,0,0.0854,0.698,96.025,13324,36,0
SAD!,xxxtentacion,2018,03,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,16183057,92,1
Conversation With The Devil,ray wylie hubbard,1999,01,0.71,0.452,7,-8.895,1,0.0417,0.67,0,0.105,0.587,111.88,51925,48,0
Feel It Still,portugal. the man,2017,06,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,1008418,73,1
Train Inside,emily saliers,2017,08,0.515,0.415,7,-10.209,1,0.0372,0.646,2.36e-05,0.39,0.159,100.107,958,13,0
Cumberland Gap,david rawlings,2017,08,0.594,0.601,0,-8.532,1,0.0391,0.18,0.000539,0.106,0.524,155.583,10957,39,0
Dimetrodon,the doubleclicks,2014,06,0.691,0.473,9,-10.451,1,0.0268,0.206,3.77e-06,0.179,0.46,114.008,4544,26,0
Play Nice,annie leblanc,2019,06,0.744,0.41,2,-8.303,0,0.0621,0.366,0,0.0428,0.729,135.061,536203,56,0
Newman,bloodpop,2019,01,0.74,0.745,4,-5.638,1,0.0409,0.00442,0.571,0.12,0.962,128.008,17314,69,0
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",ksi,2019,11,0.591,0.8,1,-4.956,1,0.286,0.353,0,0.247,0.596,139.473,671484,71,0
