Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
the shamen,move any mountain,2010,03,0.66,0.991,7.0,-5.288,1.0,0.055,0.0031,0.000122,0.061,0.796,121.467,7174107,1
u2,the fly,1991,11,0.507,0.934,11.0,-8.888,0.0,0.0553,3.52e-05,0.0253,0.161,0.417,108.345,571193,1
the klf,what time is love?,1992,08,0.618,0.749,6.0,-9.841,1.0,0.0803,0.00187,9.51e-05,0.213,0.669,120.099,1694135,1
red hot chili peppers,give it away,1991,09,0.666,0.936,7.0,-9.919,1.0,0.0476,0.00244,0.086,0.153,0.776,91.577,322605,1
guns n' roses,live and let die,1991,01,0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,52638785,1
ub40,groovin',1989,01,0.817,0.561,2.0,-13.311,1.0,0.0539,0.00204,0.00879,0.0421,0.904,99.02,10499,1
emf,lies,1991,05,0.543,0.864,8.0,-9.874,1.0,0.0381,0.000611,0.00223,0.207,0.759,113.952,59321,1
katy perry,roar,2013,01,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,1780787,1
miley cyrus,we can't stop,2013,10,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,0,1
lady gaga,applause,2013,11,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,3361426,1
avicii,wake me up!,2013,01,0.518,0.784,2.0,-5.659,1.0,0.0524,0.00346,0.00187,0.171,0.588,124.102,4553471,1
maroon 5,love somebody,2012,01,0.675,0.792,1.0,-6.303,1.0,0.0368,0.145,0.0,0.12,0.395,120.016,2667065,1
lorde,royals,2013,01,0.616,0.432,7.0,-9.546,1.0,0.133,0.106,0.0,0.132,0.302,84.778,1589724,1
one direction,best song ever,2013,11,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,12217783,1
drake ,hold on  we're going home,2013,01,0.776,0.413,6.0,-7.438,0.0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,210591,1
sage the gemini ,gas pedal,2014,03,0.843,0.538,1.0,-8.028,1.0,0.0833,0.0273,0.0,0.124,0.428,97.49,50690,1
florida georgia line,round here,2012,01,0.523,0.954,1.0,-3.051,1.0,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,767596,1
thomas rhett,it goes like this,2013,01,0.543,0.837,11.0,-6.448,1.0,0.0608,0.117,0.0,0.0872,0.506,168.056,455001,1
jason aldean,night train,2012,10,0.496,0.708,5.0,-5.175,1.0,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,49157,1
justin timberlake,take back the night,2013,09,0.588,0.664,7.0,-5.18,1.0,0.159,0.043,4.3e-05,0.639,0.333,106.502,54800,1
paramore,still into you,2013,04,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,487809,1
sara bareilles,brave,2013,07,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,1591076,1
tyler farr,redneck crazy,2013,09,0.487,0.667,7.0,-4.216,0.0,0.0309,0.153,0.0,0.161,0.463,145.854,0,1
j. cole ,crooked smile,2013,06,0.607,0.784,7.0,-6.293,1.0,0.268,0.433,0.0,0.689,0.482,81.004,485144,1
billy currington,hey girl,2013,01,0.469,0.684,6.0,-5.296,1.0,0.0308,0.0156,0.0,0.0721,0.636,163.957,9603553,1
taylor swift ,everything has changed,2012,10,0.629,0.465,6.0,-6.656,1.0,0.0289,0.35,3.16e-06,0.334,0.416,80.042,337725,1
onerepublic,counting stars,2014,01,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,245,1
big sean ,beware,2013,01,0.739,0.553,1.0,-6.013,1.0,0.174,0.217,0.0,0.452,0.062,97.219,1616915,1
p!nk ,true love,2012,09,0.457,0.823,9.0,-4.76,1.0,0.311,0.00144,0.0,0.108,0.578,192.205,109758,1
sage the gemini,red nose,2014,03,0.681,0.473,11.0,-5.733,0.0,0.449,0.414,0.0,0.0794,0.766,194.826,5708514,1
justin moore,point at you,2013,01,0.626,0.805,7.0,-5.81,1.0,0.0449,0.0126,0.0,0.156,0.882,116.03,45,1
rich homie quan,type of way,2013,04,0.846,0.497,6.0,-10.174,0.0,0.419,0.146,0.0,0.0733,0.796,134.875,979836,1
tim mcgraw,southern girl,2013,01,0.735,0.772,7.0,-4.566,1.0,0.0256,0.0412,0.0,0.445,0.924,110.032,168471,1
blake shelton,mine would be you,2013,03,0.572,0.529,0.0,-6.897,1.0,0.0282,0.146,0.0,0.335,0.321,139.876,329866,1
labrinth ,beneath your beautiful,2013,08,0.558,0.522,2.0,-5.857,1.0,0.036,0.228,0.0,0.104,0.228,83.977,433623,1
lee brice,parking lot party,2012,04,0.54,0.86,1.0,-5.763,1.0,0.081,0.00646,0.0,0.629,0.856,171.72,471,1
b.o.b ,headband,2013,12,0.919,0.506,1.0,-7.14,1.0,0.304,0.132,0.0,0.0771,0.273,97.465,872203,1
2 chainz ,feds watching,2013,01,0.786,0.878,7.0,-6.533,1.0,0.0999,0.0507,0.0,0.311,0.746,140.031,168471,1
chris young,aw naw,2013,09,0.652,0.859,2.0,-3.746,1.0,0.0358,0.0639,0.0,0.0777,0.491,109.971,81,1
enrique iglesias,turn the night up,2014,01,0.78,0.74,0.0,-5.31,1.0,0.042,0.00554,1.33e-05,0.0979,0.214,128.002,4847810,1
chris brown ,love more,2014,09,0.882,0.621,1.0,-6.652,1.0,0.0461,0.000463,0.00055,0.0784,0.487,104.954,6996,1
passenger,let her go,2013,02,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,351818,1
the neighbourhood,sweater weather,2013,04,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,1268904,1
fifth harmony,miss movin' on,2013,07,0.466,0.842,6.0,-2.937,1.0,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,987993,1
karmin,acapella,2014,03,0.667,0.619,2.0,-4.933,1.0,0.151,0.126,0.0,0.101,0.427,169.865,60148,1
lady antebellum,goodbye town,2013,01,0.678,0.72,4.0,-6.034,1.0,0.027,0.165,5.73e-06,0.114,0.538,95.027,182053,1
j. dash,wop,2010,12,0.836,0.817,7.0,-5.672,1.0,0.0677,0.00968,0.0,0.114,0.647,112.007,2147114,1
sheryl crow,easy,2013,09,0.522,0.571,9.0,-5.567,1.0,0.0245,0.0256,1.14e-06,0.0757,0.608,169.994,21188,1
taylor swift,red,2012,10,0.609,0.888,1.0,-4.183,0.0,0.0466,0.0856,0.000142,0.0924,0.623,124.966,12030544,1
panic! at the disco,this is gospel,2013,10,0.572,0.912,7.0,-4.875,1.0,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,2719693,1
kenny chesney,when i see this bar,2013,04,0.712,0.726,7.0,-7.346,1.0,0.0248,0.0284,4.48e-05,0.104,0.558,111.069,78811,1
rihanna ,right now,2012,12,0.655,0.63,3.0,-5.16,0.0,0.0687,0.0355,0.0,0.0656,0.332,129.877,198181,1
wale ,lovehate thing,2013,06,0.736,0.691,8.0,-6.118,1.0,0.169,0.0771,0.0,0.0422,0.18,99.954,2042,1
the wanted,we own the night,2013,01,0.553,0.937,11.0,-4.056,1.0,0.12,0.00559,0.0,0.363,0.548,103.97,12030544,1
bastille,pompeii,2013,01,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,197982,1
little big town,your side of the bed,2013,01,0.61,0.383,5.0,-7.543,1.0,0.0322,0.676,0.0,0.0949,0.164,137.766,310375,1
train ,bruises,2012,04,0.63,0.791,2.0,-4.497,1.0,0.0279,0.0131,6.83e-06,0.232,0.491,102.963,2770059,1
john mayer,wildfire,2013,08,0.719,0.665,8.0,-8.589,1.0,0.0331,0.15,0.00092,0.144,0.763,96.999,45,1
marc anthony,vivir mi vida,2013,07,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.017,374423,1
fantasia ,without me,2013,04,0.713,0.687,6.0,-7.518,0.0,0.21,0.129,0.0,0.214,0.555,75.014,32935,1
boyz ii men,end of the road ,1991,04,0.642,0.423,5.0,-9.283,0.0,0.0249,0.079,0.0,0.0663,0.505,149.61,228898,1
patty smyth,sometimes love just ain't enough,1992,01,0.557,0.448,10.0,-10.677,1.0,0.0248,0.35,0.0,0.213,0.272,82.98,31828,1
tlc,baby-baby-baby,1992,02,0.679,0.597,11.0,-8.601,0.0,0.0439,0.0913,0.000673,0.0487,0.9,184.174,19094,1
bobby brown,humpin' around,1992,08,0.71,0.8,1.0,-7.141,1.0,0.04,0.00223,0.211,0.0455,0.61,110.211,182053,1
guns n' roses,november rain,1991,01,0.294,0.641,11.0,-9.316,1.0,0.0291,0.0163,0.22,0.112,0.226,79.759,132723,1
house of pain,jump around,1992,07,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,2380036,1
jon secada,just another day,1992,01,0.717,0.642,1.0,-10.727,1.0,0.0287,0.0194,0.000249,0.043,0.732,105.894,61205,1
k.w.s.,please don't go,2015,03,0.725,0.954,8.0,-7.234,1.0,0.0375,0.0437,0.0857,0.132,0.594,120.248,296670,1
elton john,the one,2007,01,0.657,0.724,0.0,-7.465,1.0,0.0648,0.301,5.54e-06,0.658,0.755,131.914,938,1
bryan adams,do i have to say the words?,1991,09,0.507,0.581,7.0,-9.315,1.0,0.0294,0.0804,3.19e-06,0.167,0.485,128.095,58,1
en vogue,giving him something he can feel,1992,03,0.496,0.298,9.0,-10.175,0.0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,1559058,1
arrested development,people everyday,2001,01,0.844,0.609,10.0,-10.675,1.0,0.217,0.0074,0.0,0.563,0.725,91.117,658278,1
technotronic ,move this,2010,07,0.782,0.96,10.0,-4.047,1.0,0.0347,0.0637,0.0,0.0788,0.979,120.682,115464,1
toad the wet sprocket,all i want,1991,08,0.6,0.811,5.0,-7.693,1.0,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,439576,1
sir mix-a-lot,baby got back,1992,01,0.933,0.666,8.0,-11.277,1.0,0.308,0.00458,0.0,0.0908,0.635,128.466,272151,1
def leppard,have you ever needed someone so bad,1992,03,0.497,0.726,4.0,-8.335,1.0,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,58777,1
firehouse,when i look into your eyes,1992,03,0.396,0.612,6.0,-8.039,1.0,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,23685,1
jade,i wanna love you ,1992,11,0.731,0.707,0.0,-9.79,0.0,0.0769,0.0596,0.00654,0.264,0.838,200.306,291762,1
madonna,this used to be my playground,1995,11,0.499,0.308,7.0,-11.692,0.0,0.0264,0.754,0.000928,0.125,0.0708,75.91,1321163,1
genesis,jesus he knows me,1991,11,0.561,0.883,3.0,-7.278,0.0,0.0462,0.53,1.36e-06,0.0772,0.606,94.997,29959,1
en vogue,free your mind,1992,03,0.765,0.831,7.0,-6.522,1.0,0.0565,0.0894,0.0,0.393,0.809,100.026,852,1
n2deep,back to the hotel,1992,06,0.69,0.38,9.0,-12.845,1.0,0.0609,0.000168,0.000533,0.136,0.305,201.697,5708514,1
jodeci,come & talk to me,2005,10,0.72,0.657,11.0,-6.823,0.0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,28408,1
charles & eddie,would i lie to you?,1992,01,0.547,0.538,11.0,-11.39,0.0,0.0567,0.473,0.0,0.0369,0.718,202.409,11740640,1
celine dion,nothing broken but my heart,1992,04,0.488,0.366,1.0,-13.507,0.0,0.0336,0.222,4.36e-05,0.195,0.116,171.832,1042940,1
cece peniston,keep on walkin',1992,01,0.774,0.705,6.0,-12.064,1.0,0.0448,0.00279,0.0128,0.247,0.63,104.983,14160492,1
snap!,rhythm is a dancer,1992,01,0.794,0.745,9.0,-11.367,0.0,0.037,0.271,0.00041,0.143,0.706,124.249,1294668,1
del amitri,always the last to know,1992,01,0.571,0.698,9.0,-9.153,1.0,0.0281,0.229,6.36e-05,0.0825,0.62,122.944,31680,1
wilson phillips,give it up,1992,01,0.321,0.746,11.0,-10.413,1.0,0.0448,0.236,3.78e-05,0.26,0.914,185.764,13996845,1
mary j. blige,real love,1992,01,0.769,0.781,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,10046011,1
the soup dragons,divine thing,1992,01,0.682,0.951,7.0,-3.952,1.0,0.0757,0.0117,0.000134,0.755,0.823,118.399,9358614,1
babyface ,give u my heart ,1992,06,0.71,0.749,8.0,-10.485,1.0,0.0496,0.0723,1.76e-05,0.0519,0.819,103.852,15440920,1
peter cetera,restless heart,1992,06,0.558,0.915,2.0,-8.501,1.0,0.0444,0.116,8.5e-06,0.313,0.758,184.78,20430721,1
tlc,what about your friends,1992,02,0.744,0.851,10.0,-10.108,0.0,0.049,0.0267,0.00738,0.0989,0.626,105.882,4880442,1
red hot chili peppers,under the bridge,1991,09,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,14157445,1
cathy dennis,you lied to me,1992,01,0.761,0.851,4.0,-9.779,0.0,0.0524,0.0546,0.122,0.036,0.752,122.065,41392474,1
richard marx,take this heart,1997,01,0.612,0.694,0.0,-8.277,1.0,0.026,0.00142,0.0012,0.0749,0.551,115.53,618193,1
annie lennox,walking on broken glass,1992,04,0.75,0.562,0.0,-8.45,1.0,0.0281,0.215,1.1e-06,0.105,0.807,115.008,3244690,1
en vogue,my lovin' ,1992,03,0.767,0.839,8.0,-5.519,1.0,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,2959934,1
epmd,crossover,1992,07,0.815,0.627,10.0,-10.438,0.0,0.275,0.0301,0.000144,0.148,0.644,101.437,3361426,1
mary j. blige,you remind me ,1992,01,0.656,0.768,11.0,-4.949,0.0,0.0593,0.259,4.16e-06,0.0944,0.507,95.067,8362486,1
kris kross,warm it up,1992,03,0.865,0.778,1.0,-10.05,1.0,0.249,0.0411,0.0,0.303,0.763,103.008,4699934,1
the cure,friday i'm in love,1992,04,0.526,0.762,0.0,-12.437,0.0,0.0342,0.000972,0.000116,0.338,0.505,136.203,1273840,1
the movement,jump!,1992,09,0.521,0.765,0.0,-14.367,1.0,0.0912,0.0027,0.0419,0.33,0.0924,135.025,454321,1
u2,even better than the real thing,1991,11,0.505,0.759,7.0,-6.871,1.0,0.0303,0.00112,0.000365,0.168,0.65,128.63,9410376,1
george lamond,where does that leave love,2017,07,0.619,0.978,4.0,-4.378,1.0,0.0844,0.00495,0.00549,0.0902,0.453,119.029,1507708,1
al b. sure!,right now,1992,09,0.635,0.522,2.0,-10.498,1.0,0.0536,0.306,0.0,0.127,0.47,163.881,23681559,1
brooks & dunn,boot scootin' boogie,2009,09,0.656,0.817,11.0,-4.296,0.0,0.0435,0.22,0.0,0.306,0.862,130.446,8653075,1
2 unlimited,twilight zone,2014,05,0.7,0.99,3.0,-7.559,0.0,0.0499,0.0873,0.00211,0.151,0.77,127.884,6650241,1
george michael,too funky,1998,11,0.659,0.893,1.0,-8.324,1.0,0.076,0.0211,0.308,0.72,0.756,98.262,7207844,1
swing out sister,am i the same girl,2001,01,0.577,0.953,10.0,-6.416,0.0,0.0447,0.0255,0.00095,0.0994,0.677,92.176,618193,1
michael jackson,jam,1991,11,0.884,0.96,2.0,-4.613,1.0,0.0721,0.0487,0.0228,0.271,0.617,116.273,1024855,1
the cover girls,thank you,1998,07,0.504,0.637,11.0,-8.337,1.0,0.0296,0.576,7.52e-05,0.0846,0.477,144.076,1987053,1
jude cole,start the car,2005,11,0.691,0.731,4.0,-10.446,0.0,0.0343,0.21,0.000415,0.194,0.743,109.862,2859071,1
slaughter,real love,1992,04,0.435,0.939,4.0,-3.815,0.0,0.046,0.253,0.0,0.157,0.537,90.974,4509679,1
the black crowes,thorn in my pride,1992,01,0.566,0.824,4.0,-5.278,1.0,0.0378,0.0476,0.000107,0.0929,0.574,143.102,942335,1
jon secada,do you believe in us,1992,01,0.662,0.891,3.0,-7.245,1.0,0.0349,0.0103,3.64e-06,0.634,0.743,107.75,1093863,1
2 unlimited,get ready for this,2006,10,0.82,0.921,11.0,-8.019,0.0,0.05,0.00291,0.83,0.0775,0.628,124.832,1631436,1
ephraim lewis,drowning in your eyes,1992,05,0.689,0.419,5.0,-12.625,0.0,0.0369,0.239,0.012,0.169,0.529,110.446,4940512,1
troop,sweet november,1992,06,0.505,0.438,2.0,-10.942,1.0,0.0447,0.237,0.0,0.503,0.346,60.064,1604663,1
queen,we are the champions,1977,10,0.467,0.486,10.0,-6.645,1.0,0.0274,0.389,0.0,0.121,0.184,95.205,8793059,1
vanessa williams,just for tonight,1991,01,0.567,0.373,9.0,-15.463,1.0,0.0318,0.381,0.0,0.128,0.291,141.979,9669665,1
nirvana,lithium,1991,09,0.68,0.65,7.0,-6.336,1.0,0.0378,0.00203,0.0,0.0622,0.486,123.238,2333843,1
annie lennox,why,1992,04,0.531,0.471,0.0,-9.267,1.0,0.0236,0.28,6.22e-05,0.133,0.119,90.941,3318476,1
vanessa williams,work to do,1991,01,0.765,0.668,0.0,-12.014,1.0,0.0603,0.054,3.15e-05,0.152,0.677,93.131,9407918,1
r. kelly & public announcement,honey love,2003,09,0.693,0.65,4.0,-4.204,1.0,0.0441,0.109,0.0,0.167,0.452,71.034,487603,1
lady gaga,born this way,2011,01,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,2653116,1
katy perry ,e.t.,2012,03,0.62,0.869,1.0,-5.252,1.0,0.175,0.0181,0.0,0.369,0.76,151.684,23644,1
rihanna ,s&m,2010,11,0.764,0.673,1.0,-4.946,1.0,0.0437,0.0156,6.56e-05,0.195,0.8,127.941,545528,1
cee lo green,f**k you! ,2011,03,0.753,0.695,0.0,-7.896,1.0,0.0513,0.381,0.0,0.155,0.739,127.454,23681559,1
the black eyed peas,just can't get enough,2010,01,0.483,0.648,0.0,-8.651,0.0,0.327,0.187,0.0,0.0812,0.242,93.939,8121572,1
glee cast,loser like me,2011,03,0.701,0.864,3.0,-4.351,1.0,0.0631,0.00331,0.0,0.0421,0.811,106.034,2668206,1
p!nk,f**kin' perfect,2010,11,0.57,0.646,7.0,-4.748,1.0,0.0331,0.0412,0.0,0.362,0.485,91.954,34418804,1
chris brown ,look at me now,2011,03,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,2211743,1
bruno mars,grenade,2010,10,0.706,0.558,2.0,-7.237,0.0,0.0593,0.146,0.0,0.118,0.227,110.443,1879853,1
jeremih ,down on me,2010,01,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,3883619,1
ke$ha,blow,2011,03,0.765,0.612,7.0,-6.342,1.0,0.0382,1.51e-05,0.873,0.159,0.229,119.997,1552301,1
enrique iglesias ,tonight ,2010,01,0.674,0.87,5.0,-4.688,0.0,0.0452,0.0283,6.3e-06,0.145,0.26,125.943,2990070,1
jennifer lopez ,on the floor,2011,01,0.758,0.686,11.0,-6.346,1.0,0.0792,0.0848,0.00127,0.142,0.444,130.007,4125677,1
diddy - dirty money ,coming home,2010,01,0.353,0.822,7.0,-1.866,1.0,0.232,0.155,0.0,0.332,0.237,167.905,3322287,1
katy perry,firework,2012,03,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,996879,1
glee cast,get it right,2011,03,0.419,0.549,2.0,-5.696,1.0,0.0322,0.331,0.0,0.073,0.141,83.555,1559058,1
pitbull ,hey baby ,2011,06,0.595,0.913,10.0,-3.428,0.0,0.0884,0.0435,0.0,0.259,0.762,128.021,22658,1
nicki minaj ,moment 4 life,2010,01,0.68,0.882,11.0,-3.883,1.0,0.236,0.406,0.0,0.241,0.386,97.943,1806346,1
christina perri,jar of hearts,2011,05,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,500509,1
usher,more,2010,11,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,14160492,1
avril lavigne,what the hell,2011,03,0.578,0.926,6.0,-3.689,0.0,0.0548,0.00472,0.0127,0.14,0.877,149.976,283478,1
dr. dre ,i need a doctor,2011,02,0.591,0.934,3.0,-4.389,1.0,0.437,0.0996,1.81e-06,0.348,0.452,155.968,124604,1
britney spears ,till the world ends,2011,03,0.693,0.705,8.0,-5.747,1.0,0.0665,0.0228,0.0,0.202,0.45,131.951,294,1
selena gomez & the scene,who says,2011,01,0.682,0.927,4.0,-2.915,1.0,0.0479,0.0843,0.0,0.149,0.744,101.019,3781690,1
kanye west,all of the lights,2010,01,0.541,0.803,1.0,-3.284,1.0,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,1321163,1
adele,rolling in the deep,2011,01,0.729,0.756,8.0,-5.119,1.0,0.0294,0.131,0.0,0.0527,0.522,104.945,600410,1
keri hilson,pretty girl rock,2010,01,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,104020,1
lil wayne ,6 foot 7 foot,2011,01,0.365,0.751,2.0,-5.429,1.0,0.304,0.000707,0.0,0.318,0.604,79.119,122033,1
p!nk,raise your glass,2010,10,0.7,0.709,7.0,-5.006,1.0,0.0839,0.0048,0.0,0.0289,0.625,122.019,158377,1
bruno mars,just the way you are,2010,10,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,249566,1
lupe fiasco,the show goes on,2011,03,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,2190837,1
thompson square,are you gonna kiss me or not,2011,02,0.485,0.701,8.0,-3.807,1.0,0.0288,0.039,0.0,0.0977,0.613,151.948,31994,1
far*east movement ,rocketeer,2010,01,0.664,0.845,4.0,-6.115,0.0,0.0461,0.181,0.0,0.267,0.357,96.005,374423,1
wiz khalifa,black and yellow,2011,03,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,91955,1
train,marry me,2010,12,0.461,0.267,0.0,-8.514,1.0,0.0278,0.834,2.03e-05,0.107,0.481,87.918,3432401,1
glee cast,raise your glass,2011,04,0.756,0.659,4.0,-5.593,1.0,0.0709,0.135,0.0,0.355,0.862,122.022,1591076,1
glee cast,blackbird,2011,04,0.505,0.354,7.0,-9.079,1.0,0.0293,0.779,0.00136,0.141,0.341,92.957,600410,1
zac brown band,colder weather,2010,09,0.667,0.381,3.0,-7.494,1.0,0.0294,0.458,0.0,0.116,0.199,135.979,17916,1
tinie tempah ,written in the stars,2010,05,0.644,0.945,7.0,-3.534,1.0,0.0717,0.0587,0.0,0.184,0.573,91.017,979836,1
chris brown,yeah 3x,2011,03,0.705,0.882,11.0,-3.201,0.0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,11115,1
britney spears,hold it against me,2011,03,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,135541,1
waka flocka flame ,no hands,2010,10,0.76,0.595,1.0,-6.366,1.0,0.0391,0.00544,0.0,0.241,0.361,131.497,2899419,1
wiz khalifa,roll up,2011,03,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.0,0.0914,0.602,125.358,1156144,1
taio cruz,dynamite,2010,01,0.754,0.804,4.0,-3.177,1.0,0.0853,0.00332,0.0,0.0329,0.818,119.968,49157,1
new boyz ,backseat,2011,05,0.595,0.923,7.0,-3.449,1.0,0.144,0.0693,0.0,0.505,0.782,125.029,92971,1
billy currington,let me down easy,2010,01,0.61,0.497,1.0,-4.885,1.0,0.027,0.362,0.0,0.107,0.163,125.029,48559,1
the script,for the first time,2011,01,0.396,0.629,9.0,-4.78,1.0,0.0287,0.0328,0.0,0.183,0.358,173.794,228664,1
mike posner ,bow chicka wow wow,2011,02,0.626,0.67,7.0,-5.381,1.0,0.0534,0.318,0.0,0.0429,0.523,73.422,2011399,1
glee cast,misery,2011,04,0.749,0.631,7.0,-5.826,1.0,0.0569,0.188,0.0,0.11,0.812,102.962,17790,1
glee cast,hell to the no,2011,03,0.703,0.952,7.0,-3.079,1.0,0.135,0.0272,0.00721,0.0619,0.906,131.96,580440,1
jessie j ,price tag,2011,01,0.638,0.831,5.0,-3.944,1.0,0.182,0.0281,3.06e-06,0.277,0.685,175.038,342842,1
bruno mars,the lazy song,2010,10,0.738,0.804,11.0,-3.851,1.0,0.0621,0.332,0.0,0.279,0.949,174.943,1806346,1
sara evans,a little bit stronger,2011,03,0.536,0.65,2.0,-5.603,1.0,0.0337,0.282,1.16e-06,0.0876,0.288,147.93,173558,1
justin bieber ,never say never,2011,01,0.739,0.807,0.0,-5.063,1.0,0.0647,0.0181,0.0,0.295,0.633,97.048,11740640,1
rascal flatts,i won't let go,2010,01,0.557,0.406,4.0,-7.083,1.0,0.0278,0.742,0.0,0.113,0.222,131.96,17404,1
jerrod niemann,what do you want,2010,07,0.555,0.496,4.0,-10.12,1.0,0.143,0.657,1.14e-06,0.106,0.543,153.301,487809,1
darius rucker,this,2008,01,0.584,0.524,4.0,-6.001,1.0,0.0287,0.335,0.0,0.11,0.389,143.863,653631,1
mumford & sons,the cave,2009,10,0.595,0.506,4.0,-9.682,1.0,0.0388,0.0464,0.000138,0.107,0.346,141.981,600410,1
lady antebellum,hello world,2010,01,0.427,0.531,8.0,-6.985,1.0,0.0297,0.0555,0.00106,0.0835,0.145,111.079,202285,1
trey songz,love faces,2010,09,0.654,0.599,11.0,-6.699,1.0,0.0563,0.0599,0.0,0.161,0.333,119.778,2011399,1
the black eyed peas,the time ,2010,01,0.816,0.813,6.0,-7.798,0.0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,96202,1
miranda lambert,heart like mine,2009,09,0.437,0.844,8.0,-3.394,1.0,0.0381,0.0642,1.42e-06,0.124,0.493,155.066,2201276,1
the band perry,you lie,2010,01,0.521,0.656,6.0,-5.015,1.0,0.0289,0.387,0.0,0.143,0.598,170.939,52994,1
nicki minaj,did it on'em,2010,01,0.559,0.414,9.0,-7.032,0.0,0.351,0.0445,0.0,0.204,0.472,155.949,5708514,1
fabolous,you be killin em,2010,01,0.664,0.909,6.0,-3.552,0.0,0.22,0.444,0.0,0.525,0.557,93.977,47839,1
blake shelton,who are you when i'm not looking,2010,08,0.412,0.457,4.0,-9.142,1.0,0.0288,0.409,0.0187,0.0978,0.202,74.824,16883,1
glee cast ,landslide,2011,03,0.637,0.416,2.0,-7.595,1.0,0.0269,0.434,0.0,0.139,0.588,145.922,273764,1
glee cast,candles,2011,04,0.46,0.395,2.0,-8.479,1.0,0.038,0.849,0.0,0.104,0.192,176.21,76773,1
rebecca black,friday,2011,03,0.684,0.889,8.0,-4.555,0.0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,1215511,1
kenny chesney,somewhere with you,2010,09,0.68,0.849,1.0,-6.475,0.0,0.0376,0.0862,0.00013,0.174,0.536,111.969,98740,1
my chemical romance,sing,2010,11,0.606,0.942,2.0,-3.618,1.0,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,1992051,1
jamie foxx ,fall for your type,2010,12,0.593,0.393,1.0,-11.736,1.0,0.0827,0.394,3.24e-06,0.11,0.193,136.866,71769,1
sugarland,little miss,2010,01,0.351,0.797,11.0,-4.286,1.0,0.0379,0.0959,4.12e-05,0.157,0.243,129.14,508725,1
brad paisley,this is country music,2011,05,0.507,0.669,2.0,-5.104,1.0,0.0275,0.126,0.000263,0.111,0.484,88.525,19252,1
